,product_name,normal_price,special_price,description
45,['CAMISA ESTAMPADA LUNARES ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% viscosaCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
46,['JEANS ZW COLLECTION RECTOS TIRO MEDIO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR88% algodón12% linoQue contiene al menos:EXTERIOR88% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en EgiptoVer más']"
47,['VESTIDO CORTO PUNTO STRETCH'],"19,95 EUR","9,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR64% viscosa30% poliéster3% elastano3% fibra metalizadaCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraLavar al revésSecar en superficie planaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
48,['VESTIDO MIDI LENCERO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% poliésterQue contiene al menos:EXTERIOR100% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Lava tus prendas sólo cuando sea necesario, a veces es suficiente con ventilarlas. Los procesos de lavado desgastan poco a poco los tejidos, reduciéndo los lavados alargamos la vida de nuestras prendas y reducimos el consumo de agua y energía en procesos de cuidado.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraSecar en superficie planaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
49,['JEANS TRF BOOTCUT TIRO MEDIO'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Ventilar y cepillar las prendas es una manera natural de cuidar tu ropa delicada. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
50,['PARKA CORTA ZW COLLECTION'],"59,95 EUR","29,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR68% poliamida32% algodónQue contiene al menos:EXTERIOR68% poliamida reciclada certificada RCSMATERIALES CERTIFICADOSPOLIAMIDA RECICLADA CERTIFICADA RCSEsta fibra se fabrica a partir de residuos de poliamida y otros productos de desecho, como las redes de pesca. Transformar los residuos en nuevos materiales ayuda a limitar la extracción de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en VietnamVer más']"
51,['FALDA CORTA ESTAMPADA ZW COLLECTION'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% viscosaFORRO100% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Ventilar y cepillar las prendas es una manera natural de cuidar tu ropa delicada. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
52,['CAMISA SATINADA RAYAS'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterQue contiene al menos:EXTERIOR100% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en IndonesiaVer más']"
53,['FALDA CORTA  ZW COLLECTION'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% poliésterQue contiene al menos:EXTERIOR50% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Ventilar y cepillar las prendas es una manera natural de cuidar tu ropa delicada. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
54,['VESTIDO MINI ESTAMPADO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% viscosaCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
55,['CAZADORA COMBINADA CAPUCHA'],"35,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIORTEJIDO PRINCIPAL100% poliésterTEJIDO SECUNDARIO8% elastano64% poliéster28% viscosaFORRO100% poliésterRELLENO100% poliésterQue contiene al menos:RELLENO100% poliéster reciclado certificado RCSFORRO100% poliéster reciclado certificado RCSEXTERIORTEJIDO PRINCIPAL100% poliéster reciclado certificado RCSTEJIDO SECUNDARIO52% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorNo plancharNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en MyanmarHecho en VietnamVer más']"
56,['JERSEY BÁSICO PUNTO LISO'],"25,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR51% poliéster46% algodón3% otras fibras<0.5% liocelQue contiene al menos:EXTERIOR51% poliéster reciclado certificado RCS46% algodón reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
57,['CAMISA SLIM ESTAMPADA ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% viscosaCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Lava tus prendas sólo cuando sea necesario, a veces es suficiente con ventilarlas. Los procesos de lavado desgastan poco a poco los tejidos, reduciéndo los lavados alargamos la vida de nuestras prendas y reducimos el consumo de agua y energía en procesos de cuidado.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
58,['JERSEY PUNTO BOLSILLOS'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR40% poliéster30% lana30% acrílicoCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en CamboyaVer más']"
59,['JERSEY PUNTO PESPUNTES CONTRASTE'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR50% algodón50% poliésterQue contiene al menos:EXTERIOR50% algodón reciclado certificado RCS50% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
60,['JERSEY POLO OVERSIZE PUNTO'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
61,['PANTALÓN CARGO TIRO MEDIO'],"25,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR60% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
62,['CAMISA POPELÍN VOLUMEN ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR100% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Lava tus prendas sólo cuando sea necesario, a veces es suficiente con ventilarlas. Los procesos de lavado desgastan poco a poco los tejidos, reduciéndo los lavados alargamos la vida de nuestras prendas y reducimos el consumo de agua y energía en procesos de cuidado.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en CamboyaVer más']"
